"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Materials/MI_Stats_card.MI_Stats_card","0","18","18","1","19.251112","0","20"
"/Game/Materials/MI_Stats_card.MI_Stats_card","49","18","18","1","13.716667","0","20"
