"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","81","6","1","127.480568","0","366"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","81","30","1","86.398537","0","291"
