"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","81","12","1","133.109634","0","333"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","81","42","1","89.613647","0","291"
