"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","81","18","1","133.015411","0","315"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","81","12","1","92.198883","0","339"
