"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","81","18","1","129.197006","0","309"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","81","42","1","86.634766","0","237"
